Component,Name,Start_Time,End_Time,Total_Time,Assembly_Time,Main_Assembly_Time,Transport_Time,Status,Transport_Delay
CoolingSystem,CoolingSystem_3,0,2169.81138583008,2169.81138583008,3,2,5,Success,-2159.81138583008
CoolingSystem,CoolingSystem_3,0,2181.013508583063,2181.013508583063,3,4,6,Success,-2168.013508583063
CoolingSystem,CoolingSystem_3,0,2191.4031643856915,2191.4031643856915,3,2,7,Success,-2179.4031643856915
CoolingSystem,CoolingSystem_3,0,2206.100321454761,2206.100321454761,3,5,8,Success,-2190.100321454761
Processor,Processor_4,0,2217.83917957539,2217.83917957539,4,7,3,Success,-2203.83917957539
Processor,Processor_4,0,2225.8699922406386,2225.8699922406386,4,4,4,Success,-2213.8699922406386
Processor,Processor_4,0,2235.193678383264,2235.193678383264,4,4,5,Success,-2222.193678383264
Processor,Processor_4,0,2247.971280266361,2247.971280266361,4,6,6,Success,-2231.971280266361
Processor,Processor_4,0,2260.212163213432,2260.212163213432,4,3,8,Success,-2245.212163213432
GraphicsCard,GraphicsCard_4,0,2269.761725421443,2269.761725421443,4,5,3,Success,-2257.761725421443
GraphicsCard,GraphicsCard_4,0,2282.657650865144,2282.657650865144,4,7,4,Success,-2267.657650865144
GraphicsCard,GraphicsCard_4,0,2295.598546289153,2295.598546289153,4,6,5,Success,-2280.598546289153
GraphicsCard,GraphicsCard_4,0,2309.852924096287,2309.852924096287,4,7,6,Success,-2292.852924096287
GraphicsCard,GraphicsCard_4,0,2319.089983601854,2319.089983601854,4,2,7,Success,-2306.089983601854
GraphicsCard,GraphicsCard_4,0,2334.1508168987752,2334.1508168987752,4,6,8,Success,-2316.1508168987752
Storage,Storage_4,0,2341.4139266936118,2341.4139266936118,4,5,2,Success,-2330.4139266936118
Storage,Storage_4,0,2349.1072804830674,2349.1072804830674,4,4,3,Success,-2338.1072804830674
Storage,Storage_4,0,2358.2870030446898,2358.2870030446898,4,5,4,Success,-2345.2870030446898
Storage,Storage_4,0,2367.1143212118104,2367.1143212118104,4,3,5,Success,-2355.1143212118104
Storage,Storage_4,0,2381.1444004754694,2381.1444004754694,4,7,6,Success,-2364.1444004754694
Storage,Storage_4,0,2394.7552490980183,2394.7552490980183,4,6,7,Success,-2377.7552490980183
Storage,Storage_4,0,2410.375841886923,2410.375841886923,4,6,8,Success,-2392.375841886923
Box,Box_4,0,2417.5520492668934,2417.5520492668934,4,4,2,Success,-2407.5520492668934
Box,Box_4,0,2426.6384471022525,2426.6384471022525,4,6,3,Success,-2413.6384471022525
Box,Box_4,0,2437.7185517002767,2437.7185517002767,4,7,4,Success,-2422.7185517002767
Box,Box_4,0,2449.5675166540914,2449.5675166540914,4,5,5,Success,-2435.5675166540914
Box,Box_4,0,2462.3666176971233,2462.3666176971233,4,5,6,Success,-2447.3666176971233
Box,Box_4,0,2471.6129986779742,2471.6129986779742,4,2,7,Success,-2458.6129986779742
Box,Box_4,0,2485.416382833717,2485.416382833717,4,5,8,Success,-2468.416382833717
PowerSupply,PowerSupply_4,0,2496.242119727709,2496.242119727709,4,7,2,Success,-2483.242119727709
PowerSupply,PowerSupply_4,0,2501.52198890537,2501.52198890537,4,2,3,Success,-2492.52198890537
PowerSupply,PowerSupply_4,0,2510.691668006927,2510.691668006927,4,5,4,Success,-2497.691668006927
PowerSupply,PowerSupply_4,0,2519.1633794722793,2519.1633794722793,4,2,5,Success,-2508.1633794722793
PowerSupply,PowerSupply_4,0,2532.7555844910817,2532.7555844910817,4,7,6,Success,-2515.7555844910817
PowerSupply,PowerSupply_4,0,2542.2550572164305,2542.2550572164305,4,2,7,Success,-2529.2550572164305
PowerSupply,PowerSupply_4,0,2553.1835669660572,2553.1835669660572,4,2,8,Success,-2539.1835669660572
RAM,RAM_4,0,2559.49626274281,2559.49626274281,4,4,2,Success,-2549.49626274281
RAM,RAM_4,0,2565.267902447504,2565.267902447504,4,2,3,Success,-2556.267902447504
RAM,RAM_4,0,2573.358717489738,2573.358717489738,4,4,4,Success,-2561.358717489738
RAM,RAM_4,0,2582.0088051481503,2582.0088051481503,4,3,5,Success,-2570.0088051481503
RAM,RAM_4,0,2594.1072005065703,2594.1072005065703,4,6,6,Success,-2578.1072005065703
RAM,RAM_4,0,2608.935624223114,2608.935624223114,4,6,7,Success,-2591.935624223114
RAM,RAM_4,0,2621.949024704442,2621.949024704442,4,5,8,Success,-2604.949024704442
Motherboard,Motherboard_4,0,2628.5949607802045,2628.5949607802045,4,4,2,Success,-2618.5949607802045
Motherboard,Motherboard_4,0,2635.8174362185964,2635.8174362185964,4,3,3,Success,-2625.8174362185964
Motherboard,Motherboard_4,0,2644.8710124191502,2644.8710124191502,4,4,4,Success,-2632.8710124191502
Motherboard,Motherboard_4,0,2656.7320000520067,2656.7320000520067,4,5,5,Success,-2642.7320000520067
Motherboard,Motherboard_4,0,2668.0697003842774,2668.0697003842774,4,5,6,Success,-2653.0697003842774
Motherboard,Motherboard_4,0,2681.189908375257,2681.189908375257,4,5,7,Success,-2665.189908375257
Motherboard,Motherboard_4,0,2695.5090690780753,2695.5090690780753,4,6,8,Success,-2677.5090690780753
CoolingSystem,CoolingSystem_4,0,2705.632911193978,2705.632911193978,4,7,2,Success,-2692.632911193978
CoolingSystem,CoolingSystem_4,0,2714.8718659766105,2714.8718659766105,4,6,3,Success,-2701.8718659766105
CoolingSystem,CoolingSystem_4,0,2722.831038414365,2722.831038414365,4,2,4,Success,-2712.831038414365
CoolingSystem,CoolingSystem_4,0,2734.3744155539744,2734.3744155539744,4,5,5,Success,-2720.3744155539744
CoolingSystem,CoolingSystem_4,0,2744.480880622751,2744.480880622751,4,3,6,Success,-2731.480880622751
CoolingSystem,CoolingSystem_4,0,2760.251584183293,2760.251584183293,4,7,7,Success,-2742.251584183293
CoolingSystem,CoolingSystem_4,0,2775.982119269191,2775.982119269191,4,6,8,Success,-2757.982119269191
Storage,Storage_2,0,2788.4268005310587,2788.4268005310587,2,4,7,Success,-2775.4268005310587
Box,Box_2,0,2800.084408475006,2800.084408475006,2,7,3,Success,-2788.084408475006
PowerSupply,PowerSupply_2,0,2806.2271716533855,2806.2271716533855,2,2,4,Success,-2798.2271716533855
PowerSupply,PowerSupply_2,0,2820.638752226491,2820.638752226491,2,6,7,Success,-2805.638752226491
RAM,RAM_2,0,2835.9832001392037,2835.9832001392037,2,7,8,Success,-2818.9832001392037
Processor,Processor_5,0,2841.0568891772996,2841.0568891772996,5,2,2,Success,-2832.0568891772996
Processor,Processor_5,0,2852.550505864545,2852.550505864545,5,7,4,Success,-2836.550505864545
Processor,Processor_5,0,2862.5154562989933,2862.5154562989933,5,3,5,Success,-2849.5154562989933
